versie	schaal	type_resultaat	habitattype	sbzh	habitatsubtype	criterium	indicator	belang	n_obs	aandeel_gunstig	aandeel_gunstig_llci	aandeel_gunstig_ulci	beoordeling
Versie 3	Vlaanderen	2	8	Binnen	1330_hpr	Structuur	microreliëf	zb	43	88.37	74.4	95.21	3
Versie 3	Vlaanderen	2	8	Binnen	1330_hpr	Verstoring	overgang naar rbbzil	zb	43	72.09	56.51	83.7	3
Versie 3	Vlaanderen	2	8	Binnen	1330_hpr; 1330_da	Vegetatie	bedekking sleutelsoorten	b	110	52.69	43.24	61.96	5
Versie 3	Vlaanderen	2	8	Binnen	1330_hpr; 1330_da	Vegetatie	sleutelsoorten	b	110	61.67	52.15	70.36	5
Versie 3	Vlaanderen	2	8	Binnen	1330_hpr; 1330_da	Verstoring	rietontwikkeling	zb	110	60.47	50.98	69.24	5
Versie 3	Vlaanderen	2	8	Buiten	1330_hpr	Structuur	dominantie van één soort	zb	15	100	100	100	4
Versie 3	Vlaanderen	2	8	Buiten	1330_hpr	Structuur	microreliëf	zb	15	86.67	58.34	96.79	3
Versie 3	Vlaanderen	2	8	Buiten	1330_hpr	Vegetatie	bedekking sleutelsoorten	b	15	53.33	29.01	76.17	3
Versie 3	Vlaanderen	2	8	Buiten	1330_hpr	Vegetatie	sleutelsoorten	b	15	66.67	40.24	85.59	3
Versie 3	Vlaanderen	2	8	Buiten	1330_hpr	Verstoring	overgang naar rbbzil	zb	15	73.33	45.8	89.95	3
Versie 3	Vlaanderen	2	8	Buiten	1330_hpr	Verstoring	rietontwikkeling	zb	15	80	52.58	93.52	3
Versie 3	Vlaanderen	3	8	Binnen & Buiten	1330_da	Vegetatie	bedekking sleutelsoorten	b	67	41.79	30.5	54.01	5
Versie 3	Vlaanderen	3	8	Binnen & Buiten	1330_da	Vegetatie	sleutelsoorten	b	67	52.24	40.22	64.01	5
Versie 3	Vlaanderen	3	8	Binnen & Buiten	1330_da	Verstoring	rietontwikkeling	zb	67	43.28	31.86	55.47	5
Versie 3	Vlaanderen	3	8	Binnen & Buiten	1330_hpr	Vegetatie	bedekking sleutelsoorten	b	58	62.08	48.23	74.2	5
Versie 3	Vlaanderen	3	8	Binnen & Buiten	1330_hpr	Vegetatie	sleutelsoorten	b	58	71.47	57.73	82.13	3
Versie 3	Vlaanderen	3	8	Binnen & Buiten	1330_hpr	Verstoring	rietontwikkeling	zb	58	82.31	69.41	90.51	3
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo	Verstoring	verdroging	zb	59	81.49	68.87	89.76	3
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo	Verstoring	vernatting	zb	59	100	100	100	4
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Vegetatie	bedekking sleutelsoorten	b	165	56.29	47.74	64.49	5
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Vegetatie	sleutelsoorten	b	165	40.8	32.79	49.33	5
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	eutrofiëring	zb	165	90.46	84.19	94.41	4
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	strooisellaag	b	165	100	100	100	4
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	verbossing	b	165	86.61	79.88	91.34	4
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	verbraming	b	165	97.77	93.83	99.22	4
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	vergrassing inclusief vervilting	zb	165	77.35	69.4	83.71	3
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	vermossing	zb	165	95.43	90.57	97.84	4
Versie 3	Vlaanderen	1	49	Binnen & Buiten	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	verruiging inclusief ruderalisering	zb	165	97.89	95.19	99.09	4
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo	Verstoring	verdroging	zb	53	81.13	67.91	89.73	3
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo	Verstoring	vernatting	zb	53	100	100	100	4
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Vegetatie	bedekking sleutelsoorten	b	127	65.55	56.35	73.72	5
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Vegetatie	sleutelsoorten	b	127	47.91	38.52	57.45	5
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	eutrofiëring	zb	127	92.71	86.61	96.16	4
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	strooisellaag	b	127	100	100	100	4
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	verbossing	b	127	87.61	80.14	92.52	4
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	verbraming	b	127	96.56	90.64	98.79	4
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	vergrassing inclusief vervilting	zb	127	81.84	73.86	87.78	3
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	vermossing	zb	127	93.78	86.7	97.22	4
Versie 3	Vlaanderen	2	49	Binnen	6230_hmo; 6230_hn; 6230_ha; 6230_hnk	Verstoring	verruiging inclusief ruderalisering	zb	127	97.58	94.21	99.01	4
Versie 3	Vlaanderen	2	49	Buiten	6230_ha; 6230_hn; 6230_hmo; 6230_hnk	Vegetatie	bedekking sleutelsoorten	b	38	39.26	24.88	55.78	5
Versie 3	Vlaanderen	2	49	Buiten	6230_ha; 6230_hn; 6230_hmo; 6230_hnk	Vegetatie	sleutelsoorten	b	38	27.71	15.51	44.47	5
Versie 3	Vlaanderen	2	49	Buiten	6230_ha; 6230_hn; 6230_hmo; 6230_hnk	Verstoring	eutrofiëring	zb	38	86.33	70.91	94.24	3
Versie 3	Vlaanderen	2	49	Buiten	6230_ha; 6230_hn; 6230_hmo; 6230_hnk	Verstoring	strooisellaag	b	38	100	100	100	4
Versie 3	Vlaanderen	2	49	Buiten	6230_ha; 6230_hn; 6230_hmo; 6230_hnk	Verstoring	verbossing	b	38	84.78	69.49	93.16	3
Versie 3	Vlaanderen	2	49	Buiten	6230_ha; 6230_hn; 6230_hmo; 6230_hnk	Verstoring	verbraming	b	38	100	100	100	4
Versie 3	Vlaanderen	2	49	Buiten	6230_ha; 6230_hn; 6230_hmo; 6230_hnk	Verstoring	vergrassing inclusief vervilting	zb	38	69.09	52.09	82.13	3
Versie 3	Vlaanderen	2	49	Buiten	6230_ha; 6230_hn; 6230_hmo; 6230_hnk	Verstoring	vermossing	zb	38	98.45	89.51	99.79	4
Versie 3	Vlaanderen	2	49	Buiten	6230_ha; 6230_hn; 6230_hmo; 6230_hnk	Verstoring	verruiging inclusief ruderalisering	zb	38	98.45	89.51	99.79	4
Versie 3	Vlaanderen	2	49	Buiten	6230_hmo	Verstoring	verdroging	zb	6	83.33	35.37	97.86	3
Versie 3	Vlaanderen	2	49	Buiten	6230_hmo	Verstoring	vernatting	zb	6	100	100	100	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_ha	Vegetatie	bedekking sleutelsoorten	b	56	25.11	15.6	37.81	5
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_ha	Vegetatie	sleutelsoorten	b	56	16.73	9.14	28.62	5
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_ha	Verstoring	eutrofiëring	zb	56	86.14	72.74	93.54	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_ha	Verstoring	strooisellaag	b	56	100	100	100	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_ha	Verstoring	verbossing	b	56	84.74	71.39	92.52	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_ha	Verstoring	verbraming	b	56	97.21	89.29	99.32	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_ha	Verstoring	vergrassing inclusief vervilting	zb	56	68.12	53.52	79.86	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_ha	Verstoring	vermossing	zb	56	98.6	90.52	99.81	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_ha	Verstoring	verruiging inclusief ruderalisering	zb	56	100	100	100	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hmo	Vegetatie	bedekking sleutelsoorten	b	59	68.88	55.81	79.5	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hmo	Vegetatie	sleutelsoorten	b	59	42.16	30.05	55.29	5
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hmo	Verstoring	eutrofiëring	zb	59	89.38	77.77	95.29	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hmo	Verstoring	strooisellaag	b	59	100	100	100	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hmo	Verstoring	verbossing	b	59	80.33	67.4	88.98	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hmo	Verstoring	verbraming	b	59	98.42	89.43	99.78	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hmo	Verstoring	vergrassing inclusief vervilting	zb	59	76.76	64.06	85.96	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hmo	Verstoring	vermossing	zb	59	92.53	81.09	97.28	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hmo	Verstoring	verruiging inclusief ruderalisering	zb	59	89.38	77.77	95.29	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hn	Vegetatie	bedekking sleutelsoorten	b	46	79.67	65.19	89.13	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hn	Vegetatie	sleutelsoorten	b	46	62.5	47.6	75.36	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hn	Verstoring	eutrofiëring	zb	46	95.52	83.53	98.9	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hn	Verstoring	strooisellaag	b	46	100	100	100	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hn	Verstoring	verbossing	b	46	91.42	79.02	96.79	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hn	Verstoring	verbraming	b	46	97.95	86.55	99.72	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hn	Verstoring	vergrassing inclusief vervilting	zb	46	86.57	72.98	93.9	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hn	Verstoring	vermossing	zb	46	93.84	82.35	98.03	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hn	Verstoring	verruiging inclusief ruderalisering	zb	46	100	100	100	4
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hnk	Vegetatie	bedekking sleutelsoorten	b	4	0	NA	NA	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hnk	Vegetatie	sleutelsoorten	b	4	18.66	NA	NA	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hnk	Verstoring	eutrofiëring	zb	4	54.23	NA	NA	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hnk	Verstoring	strooisellaag	b	4	100	NA	NA	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hnk	Verstoring	verbossing	b	4	81.34	NA	NA	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hnk	Verstoring	verbraming	b	4	100	NA	NA	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hnk	Verstoring	vergrassing inclusief vervilting	zb	4	45.77	NA	NA	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hnk	Verstoring	vermossing	zb	4	100	NA	NA	3
Versie 3	Vlaanderen	3	49	Binnen & Buiten	6230_hnk	Verstoring	verruiging inclusief ruderalisering	zb	4	100	NA	NA	3
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Structuur	levensvormen	b	97	28.78	20.55	38.72	5
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Vegetatie	bedekking sleutelsoorten	b	97	38.71	29.16	49.21	5
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Vegetatie	sleutelsoorten	b	97	17.02	10.71	25.97	5
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	eutrofiëring	zb	97	73.43	63.52	81.43	3
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	strooisellaag	b	97	100	100	100	4
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	verbossing	b	97	94.97	88.26	97.93	4
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	verbraming	b	97	99.04	93.27	99.87	4
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	verdroging	zb	97	70.46	59.9	79.2	3
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	vergrassing inclusief vervilting	zb	97	98.08	92.45	99.53	4
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	vermossing	zb	97	85.49	75.65	91.78	4
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	vernatting	zb	97	73.88	64.06	81.77	3
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	verruiging inclusief ruderalisering	zb	97	81.57	72.35	88.21	3
Versie 3	Vlaanderen	1	54	Binnen & Buiten	6410_mo; 6410_ve	Verstoring	verzuring	zb	97	91.35	83.98	95.5	4
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Structuur	levensvormen	b	75	32.53	22.73	44.13	5
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Vegetatie	bedekking sleutelsoorten	b	75	42.75	31.58	54.71	5
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Vegetatie	sleutelsoorten	b	75	18.22	10.95	28.75	5
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	eutrofiëring	zb	75	75.28	64.1	83.85	3
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	strooisellaag	b	75	100	100	100	4
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	verbossing	b	75	94.8	86.71	98.07	4
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	verbraming	b	75	98.7	91.05	99.82	4
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	verdroging	zb	75	72.86	60.6	82.42	3
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	vergrassing inclusief vervilting	zb	75	97.4	89.95	99.37	4
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	vermossing	zb	75	81.97	69.76	89.96	3
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	vernatting	zb	75	72.68	61.32	81.69	3
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	verruiging inclusief ruderalisering	zb	75	83.09	72.72	90.05	3
Versie 3	Vlaanderen	2	54	Binnen	6410_mo; 6410_ve	Verstoring	verzuring	zb	75	88.29	78.73	93.89	4
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Structuur	levensvormen	b	22	18.18	6.87	40.11	5
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Vegetatie	bedekking sleutelsoorten	b	22	27.27	12.61	49.36	5
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Vegetatie	sleutelsoorten	b	22	13.64	4.37	35.3	5
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	eutrofiëring	zb	22	68.18	46.22	84.23	3
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	strooisellaag	b	22	100	100	100	4
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	verbossing	b	22	95.45	73.15	99.39	3
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	verbraming	b	22	100	100	100	4
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	verdroging	zb	22	63.64	41.95	80.91	3
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	vergrassing inclusief vervilting	zb	22	100	100	100	4
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	vermossing	zb	22	95.45	73.15	99.39	3
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	vernatting	zb	22	77.27	55.19	90.37	3
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	verruiging inclusief ruderalisering	zb	22	77.27	55.19	90.37	3
Versie 3	Vlaanderen	2	54	Buiten	6410_mo	Verstoring	verzuring	zb	22	100	100	100	4
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Structuur	levensvormen	b	96	29.6	21.22	39.62	5
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Vegetatie	bedekking sleutelsoorten	b	96	36.98	27.78	47.24	5
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Vegetatie	sleutelsoorten	b	96	17.5	11.05	26.6	5
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	eutrofiëring	zb	96	72.68	62.66	80.82	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	strooisellaag	b	96	100	100	100	4
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	verbossing	b	96	94.83	87.95	97.87	4
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	verbraming	b	96	99.01	93.09	99.87	4
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	verdroging	zb	96	72.45	62.39	80.65	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	vergrassing inclusief vervilting	zb	96	98.02	92.25	99.52	4
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	vermossing	zb	96	87.9	79.68	93.09	4
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	vernatting	zb	96	73.14	63.22	81.18	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	verruiging inclusief ruderalisering	zb	96	81.05	71.68	87.84	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_mo	Verstoring	verzuring	zb	96	91.1	83.58	95.37	4
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Structuur	levensvormen	b	1	0	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Vegetatie	bedekking sleutelsoorten	b	1	100	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Vegetatie	sleutelsoorten	b	1	0	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	eutrofiëring	zb	1	100	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	strooisellaag	b	1	100	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	verbossing	b	1	100	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	verbraming	b	1	100	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	verdroging	zb	1	0	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	vergrassing inclusief vervilting	zb	1	100	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	vermossing	zb	1	0	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	vernatting	zb	1	100	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	verruiging inclusief ruderalisering	zb	1	100	NA	NA	3
Versie 3	Vlaanderen	3	54	Binnen & Buiten	6410_ve	Verstoring	verzuring	zb	1	100	NA	NA	3
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Structuur	dominantie van één soort	b	196	43.44	28.77	59.35	5
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Vegetatie	bedekking sleutelsoorten	b	196	3.09	1.65	5.71	5
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Vegetatie	sleutelsoorten	b	196	1.21	0.49	2.92	5
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	eutrofiëring	zb	196	46.12	31.15	61.82	5
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	strooisellaag	b	196	100	100	100	4
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	verbossing	b	196	86.48	70.32	94.52	3
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	verbraming	b	196	99	97.38	99.62	4
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	vergrassing inclusief vervilting	zb	196	63.16	46.91	76.89	3
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_huk; 6510_hus; 6510_hua	Verstoring	verruiging inclusief ruderalisering	zb	196	95.55	80.2	99.13	4
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hu; 6510_hus; 6510_hua	Structuur	verticale structuur	b	163	86.82	72.86	94.18	3
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hua	Verstoring	verdroging	zb	27	96.18	74.83	99.53	3
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_hua	Verstoring	vernatting	zb	27	92.36	72.13	98.26	3
Versie 3	Vlaanderen	1	62	Binnen & Buiten	6510_huk	Structuur	levensvormen	b	33	7.04	1.56	26.56	5
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_hua	Structuur	verticale structuur	b	112	80.91	71.3	87.85	3
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Structuur	dominantie van één soort	b	137	47.66	38.19	57.29	5
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Vegetatie	bedekking sleutelsoorten	b	137	5.97	2.74	12.52	5
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Vegetatie	sleutelsoorten	b	137	1.12	0.36	3.49	5
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	eutrofiëring	zb	137	58.18	48.49	67.27	5
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	strooisellaag	b	137	100	100	100	4
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	verbossing	b	137	89.08	81.44	93.81	4
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	verbraming	b	137	95.44	89.06	98.17	4
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	vergrassing inclusief vervilting	zb	137	71.3	61.68	79.31	3
Versie 3	Vlaanderen	2	62	Binnen	6510_hu; 6510_hus; 6510_huk; 6510_hua	Verstoring	verruiging inclusief ruderalisering	zb	137	96.4	90.6	98.68	4
Versie 3	Vlaanderen	2	62	Binnen	6510_hua	Verstoring	verdroging	zb	1	100	NA	NA	3
Versie 3	Vlaanderen	2	62	Binnen	6510_hua	Verstoring	vernatting	zb	1	100	NA	NA	3
Versie 3	Vlaanderen	2	62	Binnen	6510_huk	Structuur	levensvormen	b	25	4	0.5	25.65	5
Versie 3	Vlaanderen	2	62	Buiten	6510_hu; 6510_hua; 6510_hus	Structuur	verticale structuur	b	51	88.35	68.79	96.31	3
Versie 3	Vlaanderen	2	62	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Structuur	dominantie van één soort	b	59	42.25	24.35	62.45	5
Versie 3	Vlaanderen	2	62	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Vegetatie	bedekking sleutelsoorten	b	59	2.28	0.97	5.26	5
Versie 3	Vlaanderen	2	62	Buiten	6510_hu; 6510_huk; 6510_hua; 6510_hus	Vegetatie	sleutelsoorten	b	59	1.23	0.42	3.6	5
