survey	recording_givid	user_reference	var_code	var	value	value_perc
HT3260	IV2016112910214756	Renne_03_20160727	2	submerse vegetatie frequent tot talrijk	5	5.0
HT3260	IV2016112910214756	Renne_03_20160727	1	submerse vegetatie schaars	95	95.0
HT3260	IV2016112910214756	Renne_03_20160727	TOT	totale bedekking	7	7.0
HT3260	IV2016112910214756	Renne_03_20160727	veui	verstoring eutrofiëringsindicatoren	5	5.0
HT3260	IV2016112910214756	Renne_03_20160727	vhel	verstoring helofyten	1	1.0
HT3260	IV2016112910214756	Renne_03_20160727	viex	verstoring invasieve exoten	.5	0.5
HT3260	IV2016112910413574	Renne_04_20160727	1	submerse vegetatie schaars	9X	100.0
HT3260	IV2016112910413574	Renne_04_20160727	TOT	totale bedekking	7	7.0
HT3260	IV2016112910413574	Renne_04_20160727	veui	verstoring eutrofiëringsindicatoren	5	5.0
HT3260	IV2016112910413574	Renne_04_20160727	vhel	verstoring helofyten	.5	0.5
HT3260	IV2016112910413574	Renne_04_20160727	viex	verstoring invasieve exoten	.5	0.5
HT3260	IV2016120512445956	DesNe_02_20160826	2	submerse vegetatie frequent tot talrijk	9X	100.0
HT3260	IV2016120512445956	DesNe_02_20160826	TOT	totale bedekking	80	80.0
HT3260	IV2016120512445956	DesNe_02_20160826	veui	verstoring eutrofiëringsindicatoren	20	20.0
HT3260	IV2016120512445956	DesNe_02_20160826	vhel	verstoring helofyten	15	15.0
HT3260	IV2016120514075835	RodLo_02_20160826	2	submerse vegetatie frequent tot talrijk	20	20.0
HT3260	IV2016120514075835	RodLo_02_20160826	1	submerse vegetatie schaars	80	80.0
HT3260	IV2016120514075835	RodLo_02_20160826	TOT	totale bedekking	30	30.0
HT3260	IV2016120514075835	RodLo_02_20160826	veui	verstoring eutrofiëringsindicatoren	.5	0.5
HT3260	IV2016120514075835	RodLo_02_20160826	vhel	verstoring helofyten	10	10.0
HT3260	IV2016120514075835	RodLo_02_20160826	viex	verstoring invasieve exoten	.5	0.5
HT3260	IV2016120514101427	LaaBe_01_20160826	2	submerse vegetatie frequent tot talrijk	9X	100.0
HT3260	IV2016120514101427	LaaBe_01_20160826	TOT	totale bedekking	60	60.0
HT3260	IV2016120514101427	LaaBe_01_20160826	veui	verstoring eutrofiëringsindicatoren	10	10.0
HT3260	IV2016120514101427	LaaBe_01_20160826	vhel	verstoring helofyten	20	20.0
HT3260	IV2016120514101427	LaaBe_01_20160826	viex	verstoring invasieve exoten	5	5.0
HT3260	IV2016120808312250	IttBe_01_20160727	0	geen submerse vegetatie	10	10.0
HT3260	IV2016120808312250	IttBe_01_20160727	2	submerse vegetatie frequent tot talrijk	20	20.0
HT3260	IV2016120808312250	IttBe_01_20160727	1	submerse vegetatie schaars	70	70.0
HT3260	IV2016120808312250	IttBe_01_20160727	TOT	totale bedekking	4	4.0
HT3260	IV2016120808312250	IttBe_01_20160727	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2016120808312250	IttBe_01_20160727	vhel	verstoring helofyten	0-x-1	0.5
HT3260	IV2016120808312250	IttBe_01_20160727	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016120809224601	SchNe_02_20160826	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2016120809224601	SchNe_02_20160826	TOT	totale bedekking	90	90.0
HT3260	IV2016120809224601	SchNe_02_20160826	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2016120809224601	SchNe_02_20160826	vhel	verstoring helofyten	10	10.0
HT3260	IV2016120809224601	SchNe_02_20160826	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2016120810153277	BriLo_04_20160728	0	geen submerse vegetatie	100	100.0
HT3260	IV2016120810153277	BriLo_04_20160728	TOT	totale bedekking	7	7.0
HT3260	IV2016120810153277	BriLo_04_20160728	veui	verstoring eutrofiëringsindicatoren	0	0.0
HT3260	IV2016120810153277	BriLo_04_20160728	vhel	verstoring helofyten	7	7.0
HT3260	IV2016120810153277	BriLo_04_20160728	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016120810542004	BriLo_05_20160728	0	geen submerse vegetatie	95	95.0
HT3260	IV2016120810542004	BriLo_05_20160728	1	submerse vegetatie schaars	5	5.0
HT3260	IV2016120810542004	BriLo_05_20160728	TOT	totale bedekking	10	10.0
HT3260	IV2016120810542004	BriLo_05_20160728	veui	verstoring eutrofiëringsindicatoren	0	0.0
HT3260	IV2016120810542004	BriLo_05_20160728	vhel	verstoring helofyten	10	10.0
HT3260	IV2016120810542004	BriLo_05_20160728	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016120811021713	GroNe_04_20160728	2	submerse vegetatie frequent tot talrijk	40	40.0
HT3260	IV2016120811021713	GroNe_04_20160728	1	submerse vegetatie schaars	60	60.0
HT3260	IV2016120811021713	GroNe_04_20160728	TOT	totale bedekking	15	15.0
HT3260	IV2016120811021713	GroNe_04_20160728	veui	verstoring eutrofiëringsindicatoren	10	10.0
HT3260	IV2016120811021713	GroNe_04_20160728	vhel	verstoring helofyten	5	5.0
HT3260	IV2016120811021713	GroNe_04_20160728	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016120811543925	GroNe_11_20160728	0	geen submerse vegetatie	98	98.0
HT3260	IV2016120811543925	GroNe_11_20160728	2	submerse vegetatie frequent tot talrijk	1	1.0
HT3260	IV2016120811543925	GroNe_11_20160728	1	submerse vegetatie schaars	1	1.0
HT3260	IV2016120811543925	GroNe_11_20160728	TOT	totale bedekking	10	10.0
HT3260	IV2016120811543925	GroNe_11_20160728	veui	verstoring eutrofiëringsindicatoren	5	5.0
HT3260	IV2016120811543925	GroNe_11_20160728	vhel	verstoring helofyten	7	7.0
HT3260	IV2016120811543925	GroNe_11_20160728	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016120812572168	SchNe_01_20160804	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2016120812572168	SchNe_01_20160804	TOT	totale bedekking	30	30.0
HT3260	IV2016120812572168	SchNe_01_20160804	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2016120812572168	SchNe_01_20160804	vhel	verstoring helofyten	1	1.0
HT3260	IV2016120812572168	SchNe_01_20160804	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2016120813184428	Dommel_01_20160805	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2016120813184428	Dommel_01_20160805	TOT	totale bedekking	45	45.0
HT3260	IV2016120813184428	Dommel_01_20160805	veui	verstoring eutrofiëringsindicatoren	3	3.0
HT3260	IV2016120813184428	Dommel_01_20160805	vhel	verstoring helofyten	0-x-1	0.5
HT3260	IV2016120813184428	Dommel_01_20160805	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2016120813410051	Dommel_10_20160805	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2016120813410051	Dommel_10_20160805	TOT	totale bedekking	30	30.0
HT3260	IV2016120813410051	Dommel_10_20160805	veui	verstoring eutrofiëringsindicatoren	1	1.0
HT3260	IV2016120813410051	Dommel_10_20160805	vhel	verstoring helofyten	1	1.0
HT3260	IV2016120813410051	Dommel_10_20160805	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2016120814040865	WarBe_01_20160805	0	geen submerse vegetatie	80	80.0
HT3260	IV2016120814040865	WarBe_01_20160805	2	submerse vegetatie frequent tot talrijk	10	10.0
HT3260	IV2016120814040865	WarBe_01_20160805	1	submerse vegetatie schaars	10	10.0
HT3260	IV2016120814040865	WarBe_01_20160805	TOT	totale bedekking	6	6.0
HT3260	IV2016120814040865	WarBe_01_20160805	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2016120814040865	WarBe_01_20160805	vhel	verstoring helofyten	2	2.0
HT3260	IV2016120814040865	WarBe_01_20160805	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2016120814151855	Dommel_03_20160805	0	geen submerse vegetatie	20	20.0
HT3260	IV2016120814151855	Dommel_03_20160805	2	submerse vegetatie frequent tot talrijk	10	10.0
HT3260	IV2016120814151855	Dommel_03_20160805	1	submerse vegetatie schaars	70	70.0
HT3260	IV2016120814151855	Dommel_03_20160805	TOT	totale bedekking	2	2.0
HT3260	IV2016120814151855	Dommel_03_20160805	veui	verstoring eutrofiëringsindicatoren	0	0.0
HT3260	IV2016120814151855	Dommel_03_20160805	vhel	verstoring helofyten	0-x-1	0.5
HT3260	IV2016120814151855	Dommel_03_20160805	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016120814452463	Dommel_08_20160808	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2016120814452463	Dommel_08_20160808	TOT	totale bedekking	70	70.0
HT3260	IV2016120814452463	Dommel_08_20160808	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2016120814452463	Dommel_08_20160808	vhel	verstoring helofyten	3	3.0
HT3260	IV2016120814452463	Dommel_08_20160808	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2016120914450912	BolBe_08_20160808	0	geen submerse vegetatie	100	100.0
HT3260	IV2016120914450912	BolBe_08_20160808	TOT	totale bedekking	15	15.0
HT3260	IV2016120914450912	BolBe_08_20160808	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2016120914450912	BolBe_08_20160808	vhel	verstoring helofyten	15	15.0
HT3260	IV2016120914450912	BolBe_08_20160808	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2016120915405472	Abeek_04_20160808	0	geen submerse vegetatie	100	100.0
HT3260	IV2016120915405472	Abeek_04_20160808	TOT	totale bedekking	80	80.0
HT3260	IV2016120915405472	Abeek_04_20160808	veui	verstoring eutrofiëringsindicatoren	10	10.0
HT3260	IV2016120915405472	Abeek_04_20160808	vhel	verstoring helofyten	80	80.0
HT3260	IV2016120915405472	Abeek_04_20160808	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016120915535509	Voer_08_o_20160811	1	submerse vegetatie schaars	100	100.0
HT3260	IV2016120915535509	Voer_08_o_20160811	TOT	totale bedekking	5	5.0
HT3260	IV2016120915535509	Voer_08_o_20160811	veui	verstoring eutrofiëringsindicatoren	0	0.0
HT3260	IV2016120915535509	Voer_08_o_20160811	vhel	verstoring helofyten	1	1.0
HT3260	IV2016120915535509	Voer_08_o_20160811	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016120916091640	Voer_08_20160811	2	submerse vegetatie frequent tot talrijk	20	20.0
HT3260	IV2016120916091640	Voer_08_20160811	1	submerse vegetatie schaars	80	80.0
HT3260	IV2016120916091640	Voer_08_20160811	TOT	totale bedekking	25	25.0
HT3260	IV2016120916091640	Voer_08_20160811	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2016120916091640	Voer_08_20160811	vhel	verstoring helofyten	15	15.0
HT3260	IV2016120916091640	Voer_08_20160811	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016121210191115	KaaBe_01_20160811	0	geen submerse vegetatie	90	90.0
HT3260	IV2016121210191115	KaaBe_01_20160811	1	submerse vegetatie schaars	10	10.0
HT3260	IV2016121210191115	KaaBe_01_20160811	TOT	totale bedekking	1	1.0
HT3260	IV2016121210191115	KaaBe_01_20160811	veui	verstoring eutrofiëringsindicatoren	0	0.0
HT3260	IV2016121210191115	KaaBe_01_20160811	vhel	verstoring helofyten	0-x-1	0.5
HT3260	IV2016121210191115	KaaBe_01_20160811	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016121210560857	BolBe_02_20160812	0	geen submerse vegetatie	10	10.0
HT3260	IV2016121210560857	BolBe_02_20160812	2	submerse vegetatie frequent tot talrijk	20	20.0
HT3260	IV2016121210560857	BolBe_02_20160812	1	submerse vegetatie schaars	70	70.0
HT3260	IV2016121210560857	BolBe_02_20160812	TOT	totale bedekking	30	30.0
HT3260	IV2016121210560857	BolBe_02_20160812	veui	verstoring eutrofiëringsindicatoren	1	1.0
HT3260	IV2016121210560857	BolBe_02_20160812	vhel	verstoring helofyten	20	20.0
HT3260	IV2016121210560857	BolBe_02_20160812	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016121211051467	Asbeek_01_20160812	0	geen submerse vegetatie	100	100.0
HT3260	IV2016121211051467	Asbeek_01_20160812	TOT	totale bedekking	20	20.0
HT3260	IV2016121211051467	Asbeek_01_20160812	veui	verstoring eutrofiëringsindicatoren	0	0.0
HT3260	IV2016121211051467	Asbeek_01_20160812	vhel	verstoring helofyten	20	20.0
HT3260	IV2016121211051467	Asbeek_01_20160812	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016121211363938	AntGr_01_20160818	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2016121211363938	AntGr_01_20160818	TOT	totale bedekking	90	90.0
HT3260	IV2016121211363938	AntGr_01_20160818	veui	verstoring eutrofiëringsindicatoren	5	5.0
HT3260	IV2016121211363938	AntGr_01_20160818	vhel	verstoring helofyten	1	1.0
HT3260	IV2016121211363938	AntGr_01_20160818	viex	verstoring invasieve exoten	5	5.0
HT3260	IV2016121211520788	MunLo_01_20160819	0	geen submerse vegetatie	90	90.0
HT3260	IV2016121211520788	MunLo_01_20160819	1	submerse vegetatie schaars	10	10.0
HT3260	IV2016121211520788	MunLo_01_20160819	TOT	totale bedekking	35	35.0
HT3260	IV2016121211520788	MunLo_01_20160819	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2016121211520788	MunLo_01_20160819	vhel	verstoring helofyten	35	35.0
HT3260	IV2016121211520788	MunLo_01_20160819	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2016121212030936	GouLo_03_20160819	0	geen submerse vegetatie	10	10.0
HT3260	IV2016121212030936	GouLo_03_20160819	2	submerse vegetatie frequent tot talrijk	70	70.0
HT3260	IV2016121212030936	GouLo_03_20160819	1	submerse vegetatie schaars	20	20.0
HT3260	IV2016121212030936	GouLo_03_20160819	TOT	totale bedekking	60	60.0
HT3260	IV2016121212030936	GouLo_03_20160819	veui	verstoring eutrofiëringsindicatoren	10	10.0
HT3260	IV2016121212030936	GouLo_03_20160819	vhel	verstoring helofyten	10	10.0
HT3260	IV2016121212030936	GouLo_03_20160819	viex	verstoring invasieve exoten	1	1.0
HT3260	IV2016121212144933	GouLo_08_20160819	2	submerse vegetatie frequent tot talrijk	30	30.0
HT3260	IV2016121212144933	GouLo_08_20160819	1	submerse vegetatie schaars	70	70.0
HT3260	IV2016121212144933	GouLo_08_20160819	TOT	totale bedekking	40	40.0
HT3260	IV2016121212144933	GouLo_08_20160819	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2016121212144933	GouLo_08_20160819	vhel	verstoring helofyten	15	15.0
HT3260	IV2016121212144933	GouLo_08_20160819	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016121212251275	GouLo_12_20160819	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2016121212251275	GouLo_12_20160819	TOT	totale bedekking	70	70.0
HT3260	IV2016121212251275	GouLo_12_20160819	veui	verstoring eutrofiëringsindicatoren	40	40.0
HT3260	IV2016121212251275	GouLo_12_20160819	vhel	verstoring helofyten	10	10.0
HT3260	IV2016121212251275	GouLo_12_20160819	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2016121212400945	GouLo_13_20160819	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2016121212400945	GouLo_13_20160819	TOT	totale bedekking	80	80.0
HT3260	IV2016121212400945	GouLo_13_20160819	veui	verstoring eutrofiëringsindicatoren	15	15.0
HT3260	IV2016121212400945	GouLo_13_20160819	vhel	verstoring helofyten	10	10.0
HT3260	IV2016121212400945	GouLo_13_20160819	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2017010215025058	NooMa_02_20150618	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2017010215025058	NooMa_02_20150618	TOT	totale bedekking	60	60.0
HT3260	IV2017010215025058	NooMa_02_20150618	veui	verstoring eutrofiëringsindicatoren	5	5.0
HT3260	IV2017010215025058	NooMa_02_20150618	vhel	verstoring helofyten	20	20.0
HT3260	IV2017010215025058	NooMa_02_20150618	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2017010311384515	WalBo_01_20150619	0	geen submerse vegetatie	100	100.0
HT3260	IV2017010311384515	WalBo_01_20150619	TOT	totale bedekking	20	20.0
HT3260	IV2017010311384515	WalBo_01_20150619	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2017010311384515	WalBo_01_20150619	vhel	verstoring helofyten	15	15.0
HT3260	IV2017010311384515	WalBo_01_20150619	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2017010312332288	WalBo_01_20150828	0	geen submerse vegetatie	100	100.0
HT3260	IV2017010312332288	WalBo_01_20150828	TOT	totale bedekking	40	40.0
HT3260	IV2017010312332288	WalBo_01_20150828	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2017010312332288	WalBo_01_20150828	vhel	verstoring helofyten	15	15.0
HT3260	IV2017010312332288	WalBo_01_20150828	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2017010313053890	GieBe_01_20150619	0	geen submerse vegetatie	10	10.0
HT3260	IV2017010313053890	GieBe_01_20150619	1	submerse vegetatie schaars	90	90.0
HT3260	IV2017010313053890	GieBe_01_20150619	TOT	totale bedekking	15	15.0
HT3260	IV2017010313053890	GieBe_01_20150619	veui	verstoring eutrofiëringsindicatoren	10	10.0
HT3260	IV2017010313053890	GieBe_01_20150619	vhel	verstoring helofyten	4	4.0
HT3260	IV2017010313053890	GieBe_01_20150619	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2017010313371312	Stiemer_01_20150625	2	submerse vegetatie frequent tot talrijk	80	80.0
HT3260	IV2017010313371312	Stiemer_01_20150625	1	submerse vegetatie schaars	20	20.0
HT3260	IV2017010313371312	Stiemer_01_20150625	TOT	totale bedekking	10	10.0
HT3260	IV2017010313371312	Stiemer_01_20150625	veui	verstoring eutrofiëringsindicatoren	2	2.0
HT3260	IV2017010313371312	Stiemer_01_20150625	vhel	verstoring helofyten	0-x-1	0.5
HT3260	IV2017010313371312	Stiemer_01_20150625	viex	verstoring invasieve exoten	1	1.0
HT3260	IV2017010313400487	BosBe_01_20150625	0	geen submerse vegetatie	60	60.0
HT3260	IV2017010313400487	BosBe_01_20150625	1	submerse vegetatie schaars	40	40.0
HT3260	IV2017010313400487	BosBe_01_20150625	TOT	totale bedekking	1	1.0
HT3260	IV2017010313400487	BosBe_01_20150625	veui	verstoring eutrofiëringsindicatoren	0	0.0
HT3260	IV2017010313400487	BosBe_01_20150625	vhel	verstoring helofyten	1	1.0
HT3260	IV2017010313400487	BosBe_01_20150625	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2017010314490441	Dommel_04_20150625	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2017010314490441	Dommel_04_20150625	TOT	totale bedekking	10	10.0
HT3260	IV2017010314490441	Dommel_04_20150625	veui	verstoring eutrofiëringsindicatoren	0-x-1	0.5
HT3260	IV2017010314490441	Dommel_04_20150625	vhel	verstoring helofyten	2	2.0
HT3260	IV2017010314490441	Dommel_04_20150625	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2017010315000010	Dommel_05_20150625	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2017010315000010	Dommel_05_20150625	TOT	totale bedekking	30	30.0
HT3260	IV2017010315000010	Dommel_05_20150625	veui	verstoring eutrofiëringsindicatoren	2	2.0
HT3260	IV2017010315000010	Dommel_05_20150625	vhel	verstoring helofyten	5	5.0
HT3260	IV2017010315000010	Dommel_05_20150625	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2017010315532909	KleNe_06_20150626	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2017010315532909	KleNe_06_20150626	TOT	totale bedekking	30	30.0
HT3260	IV2017010315532909	KleNe_06_20150626	veui	verstoring eutrofiëringsindicatoren	4	4.0
HT3260	IV2017010315532909	KleNe_06_20150626	vhel	verstoring helofyten	4	4.0
HT3260	IV2017010315532909	KleNe_06_20150626	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2017010316171032	DesNe_01_20150706	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2017010316171032	DesNe_01_20150706	TOT	totale bedekking	30	30.0
HT3260	IV2017010316171032	DesNe_01_20150706	veui	verstoring eutrofiëringsindicatoren	5	5.0
HT3260	IV2017010316171032	DesNe_01_20150706	vhel	verstoring helofyten	1	1.0
HT3260	IV2017010316171032	DesNe_01_20150706	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2017010508493093	GroNe_01_20150706	TOT	totale bedekking	30	30.0
HT3260	IV2017010508493093	GroNe_01_20150706	veui	verstoring eutrofiëringsindicatoren	1	1.0
HT3260	IV2017010508493093	GroNe_01_20150706	vhel	verstoring helofyten	20	20.0
HT3260	IV2017010508493093	GroNe_01_20150706	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2017010509365223	LoeNe_01_20150706	2	submerse vegetatie frequent tot talrijk	100	100.0
HT3260	IV2017010509365223	LoeNe_01_20150706	TOT	totale bedekking	35	35.0
HT3260	IV2017010509365223	LoeNe_01_20150706	veui	verstoring eutrofiëringsindicatoren	25	25.0
HT3260	IV2017010509365223	LoeNe_01_20150706	vhel	verstoring helofyten	20	20.0
HT3260	IV2017010509365223	LoeNe_01_20150706	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2017010510322864	NooBe_01_20150713	1	submerse vegetatie schaars	100	100.0
HT3260	IV2017010510322864	NooBe_01_20150713	TOT	totale bedekking	25	25.0
HT3260	IV2017010510322864	NooBe_01_20150713	veui	verstoring eutrofiëringsindicatoren	3	3.0
HT3260	IV2017010510322864	NooBe_01_20150713	vhel	verstoring helofyten	20	20.0
HT3260	IV2017010510322864	NooBe_01_20150713	viex	verstoring invasieve exoten	0	0.0
HT3260	IV2017010510542710	Berwijn_01_20150713	0	geen submerse vegetatie	20	20.0
HT3260	IV2017010510542710	Berwijn_01_20150713	2	submerse vegetatie frequent tot talrijk	30	30.0
HT3260	IV2017010510542710	Berwijn_01_20150713	1	submerse vegetatie schaars	50	50.0
HT3260	IV2017010510542710	Berwijn_01_20150713	TOT	totale bedekking	30	30.0
HT3260	IV2017010510542710	Berwijn_01_20150713	veui	verstoring eutrofiëringsindicatoren	25	25.0
HT3260	IV2017010510542710	Berwijn_01_20150713	vhel	verstoring helofyten	2	2.0
HT3260	IV2017010510542710	Berwijn_01_20150713	viex	verstoring invasieve exoten	0-x-1	0.5
HT3260	IV2017010510562127	Berwijn_02_20150713	1	submerse vegetatie schaars	100	100.0
HT3260	IV2017010510562127	Berwijn_02_20150713	TOT	totale bedekking	80	80.0
HT3260	IV2017010510562127	Berwijn_02_20150713	veui	verstoring eutrofiëringsindicatoren	80	80.0
HT3260	IV2017010510562127	Berwijn_02_20150713	vhel	verstoring helofyten	0-x-1	0.5
HT3260	IV2017010510562127	Berwijn_02_20150713	viex	verstoring invasieve exoten	0	0.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	Helo	Helofyt	0	0.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	K	Kruidlaag	3	3.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	M	Moslaag	58	58.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	S	Struiklaag	0	0.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	Subm	Submers	60	60.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	Tot	totale bedekking	60	60.0
HT31xx_Plassen	IV2017020313592544	AN_KAL_002_01_2016	Zwev	Zwevend	0	0.0
HT31xx_Plassen	IV2017020314162747	AN_KAL_002_02_2016	A	Algenlaag	0	0.0
HT31xx_Plassen	IV2017020314162747	AN_KAL_002_02_2016	B	Boomlaag	0	0.0
HT31xx_Plassen	IV2017020314162747	AN_KAL_002_02_2016	Drijv	Drijvend	0	0.0
HT31xx_Plassen	IV2017020314162747	AN_KAL_002_02_2016	Helo	Helofyt	2	2.0
HT31xx_Plassen	IV2017020314162747	AN_KAL_002_02_2016	Chara	Kranswieren	0	0.0
HT31xx_Plassen	IV2017020314162747	AN_KAL_002_02_2016	Kroos	Kroos	0	0.0
HT31xx_Plassen	IV2017020314162747	AN_KAL_002_02_2016	K	Kruidlaag	80	80.0
HT31xx_Plassen	IV2017020314162747	AN_KAL_002_02_2016	M	Moslaag	30	30.0
HT31xx_Plassen	IV2017020314162747	AN_KAL_002_02_2016	S	Struiklaag	0	0.0
