"";"ID";"Habitattype";"Versie";"Criterium";"Kwaliteitsniveau";"Status_criterium";"Aggregatiemethode";"Index_min_criterium";"Index_harm_criterium"
"1";"IV2016120512445956";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,975;-0,950819672131147
"2";"IV2016120512445956";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"3";"IV2016120512445956";"3260";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,0100050025012506;0,136295126677672
"4";"IV2016120809224601";"3260";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,666666666666667;1,55813953488372
"5";"IV2016120809224601";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"6";"IV2016120809224601";"3260";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,00950475237618809;0,31746183905583
"7";"IV2016120812572168";"3260";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,5;0,701923076923077
"8";"IV2016120812572168";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"9";"IV2016120812572168";"3260";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,00950475237618809;0,31746183905583
"10";"IV2016120813184428";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9;-0,809677419354839
"11";"IV2016120813184428";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"12";"IV2016120813184428";"3260";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,00950475237618809;0,302158148872467
"13";"IV2016120813410051";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,975;-0,950627615062761
"14";"IV2016120813410051";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"15";"IV2016120813410051";"3260";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,00950475237618809;0,31746183905583
"16";"IV2016120814151855";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,998;-0,99600406366407
"17";"IV2016120814151855";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"18";"IV2016120814151855";"3260";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";1;1
"19";"IV2016120814452463";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,9995;-0,999000263088661
"20";"IV2016120814452463";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"21";"IV2016120814452463";"3260";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,00950475237618809;0,31746183905583
"22";"IV2016120916091640";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,95;-0,903225806451613
"23";"IV2016120916091640";"3260";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0,25;0,25
"24";"IV2016120916091640";"3260";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,966666666666667;0,983193277310924
"25";"IV2016121210560857";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,95;-0,903614457831325
"26";"IV2016121210560857";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-0,5;-0,5
"27";"IV2016121210560857";"3260";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,966666666666667;0,983193277310924
"28";"IV2016121211363938";"3260";"Versie 3";"Structuur";1;TRUE;"RapportageHR";0,966666666666667;2,54590984974958
"29";"IV2016121211363938";"3260";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
"30";"IV2016121211363938";"3260";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,0495247623811906;0,251909311449879
"31";"IV2016121212030936";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,99;-0,980119284294235
"32";"IV2016121212030936";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"33";"IV2016121212030936";"3260";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,00950475237618809;0,242547850643238
"34";"IV2016121212144933";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,999;-0,998001332445037
"35";"IV2016121212144933";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"36";"IV2016121212144933";"3260";"Versie 3";"Verstoring";1;TRUE;"RapportageHR";0,966666666666667;0,983193277310924
"37";"IV2016121212251275";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,975;-0,950738916256158
"38";"IV2016121212251275";"3260";"Versie 3";"Vegetatie";1;FALSE;"RapportageHR";-1;-1
"39";"IV2016121212251275";"3260";"Versie 3";"Verstoring";1;FALSE;"RapportageHR";-0,142857142857143;0,2
"40";"IV2017010215025058";"3260";"Versie 3";"Structuur";1;FALSE;"RapportageHR";-0,95;-0,903614457831325
"41";"IV2017010215025058";"3260";"Versie 3";"Vegetatie";1;TRUE;"RapportageHR";0;0
